Дата,UserID,Продукт,Количество,Цена
2024-04-16,2824,Smartphone,7,195775.3
2024-07-10,2316,Laptop,3,265437.12
2024-03-10,3550,Tablet,7,183208.02
2024-08-21,4162,Smartphone,4,17425.52
2024-02-06,1752,Laptop,11,21214.43
2023-11-29,2778,Smartwatch,6,33162.09
2024-06-06,3664,Smartwatch,7,296323.78
2024-06-03,2276,Tablet,9,51519.11
2024-08-20,1615,Smartphone,4,290270.22
2024-04-21,4331,Smartphone,2,180723.89
2024-04-19,1588,Tablet,1,296009.5
2023-12-27,897,Laptop,1,87170.12
2023-12-30,172,Smartwatch,9,269852.2
2024-03-20,2805,Tablet,8,75340.0
2023-11-27,1981,Headphones,1,54681.99
2024-01-31,2064,Smartwatch,3,46492.07
2024-06-19,2167,Tablet,11,140788.55
2024-01-31,2207,Smartphone,2,211458.31
2023-10-28,4736,Laptop,2,242048.52
2024-09-09,4556,Laptop,8,167104.4
2024-03-15,543,Headphones,4,183757.55
2024-07-03,3379,Laptop,5,88002.49
2024-01-01,4511,Tablet,11,56813.34
2024-03-10,2270,Smartphone,4,25228.16
2024-07-18,3664,Laptop,1,118760.58
2024-04-30,783,Smartphone,9,101880.76
2024-08-20,902,Smartphone,3,55193.78
2024-09-19,4431,Headphones,1,114141.3
2024-06-04,2155,Headphones,10,248550.52
2024-01-01,451,Headphones,8,182875.34
2024-04-12,3153,Smartphone,1,212041.62
2024-06-05,3162,Smartphone,6,200509.03
2024-09-08,364,Smartwatch,5,293950.5
2024-04-08,348,Smartphone,1,50908.63
2024-01-24,3251,Tablet,2,281919.88
2024-07-11,3556,Laptop,9,151376.25
2024-10-22,1818,Tablet,3,32296.71
2023-12-05,491,Smartwatch,7,110251.58
2024-06-27,3774,Smartwatch,3,40075.47
2023-12-28,716,Laptop,8,43739.06
2024-05-21,4786,Laptop,8,180823.94
2024-05-21,1155,Laptop,11,174854.08
2024-01-24,3987,Smartwatch,1,127541.27
2024-09-25,1402,Smartphone,1,131209.27
2024-06-16,2860,Tablet,10,261325.69
2023-11-02,1894,Headphones,2,280228.9
2024-06-11,3258,Smartwatch,10,146020.11
2024-10-03,3649,Laptop,4,221238.11
2024-09-24,2291,Headphones,7,140662.56
2024-09-16,875,Smartphone,2,127033.77
2024-01-01,4360,Headphones,2,285290.28
2024-09-30,4251,Laptop,4,71283.05
2024-07-01,4030,Smartwatch,5,186737.44
2024-03-31,1161,Tablet,6,175591.4
2024-08-12,3374,Laptop,2,293448.44
2024-07-28,2706,Tablet,6,100394.98
2023-11-05,1484,Smartphone,8,14694.81
2024-05-11,1215,Tablet,10,122840.55
2024-01-25,427,Smartphone,1,74582.71
2024-02-28,345,Tablet,5,297046.9
2024-09-02,4697,Headphones,3,110443.56
2024-10-13,173,Smartwatch,8,272338.78
2024-08-03,1005,Smartwatch,2,23632.85
2024-05-15,1256,Smartwatch,4,227608.4
2024-01-02,2356,Headphones,9,250923.9
2024-04-28,2772,Smartwatch,4,23620.29
2024-02-12,681,Tablet,4,108647.77
2024-01-09,3695,Laptop,11,156571.56
2024-01-01,151,Smartwatch,10,240608.62
2023-12-18,3107,Headphones,11,147852.44
2024-04-02,1842,Tablet,7,113636.11
2024-10-14,3090,Smartphone,1,152986.98
2023-12-02,275,Smartphone,9,171134.64
2023-12-03,887,Tablet,10,109409.42
2024-09-13,2491,Laptop,3,123933.32
2024-10-13,4753,Smartphone,9,43963.34
2023-11-21,2160,Laptop,9,32391.94
2024-08-29,3764,Laptop,4,175519.55
2024-07-19,3847,Smartphone,6,47491.89
2024-04-01,4376,Smartwatch,5,179347.16
2024-08-27,2180,Laptop,2,222309.67
2024-06-02,2935,Tablet,2,219636.14
2024-04-27,753,Smartwatch,5,257466.25
2024-08-16,3617,Smartwatch,9,218538.12
2024-06-25,1229,Tablet,8,289743.97
2024-01-14,3096,Headphones,1,156815.14
2024-02-22,1486,Tablet,8,213278.5
2024-06-14,3603,Headphones,2,259405.86
2024-01-05,1124,Tablet,11,21309.47
2023-12-11,3784,Headphones,2,205460.17
2024-05-27,399,Headphones,7,281334.47
2024-02-04,3585,Headphones,9,105448.13
2024-07-19,3120,Smartwatch,6,92481.89
2024-05-13,1066,Smartwatch,1,210893.44
2024-09-19,2890,Smartwatch,10,15478.79
2024-09-02,1236,Laptop,9,57558.54
2024-09-14,3006,Smartphone,6,288779.47
2023-11-26,3479,Smartphone,11,281541.28
2024-09-07,8,Headphones,9,285172.62
2024-08-29,1235,Laptop,4,250675.78
2024-05-14,414,Smartwatch,1,264387.38
2024-04-17,4007,Smartphone,11,72183.21
2024-02-10,283,Laptop,7,250837.5
2023-11-10,2820,Smartwatch,2,175321.27
2024-04-15,4926,Tablet,1,182197.44
2024-02-12,4071,Tablet,4,106546.46
2024-01-28,3329,Tablet,11,224354.45
2024-09-17,1365,Tablet,4,66902.22
2023-11-07,4789,Smartphone,4,189641.84
2023-10-28,401,Laptop,8,245224.62
2024-05-05,4816,Smartwatch,4,278917.62
2024-01-26,3553,Smartwatch,6,100627.61
2024-07-08,1502,Headphones,3,195429.73
2024-10-03,4261,Headphones,7,188607.55
2024-10-16,3186,Laptop,1,201599.62
2024-08-27,1214,Tablet,1,202736.88
2024-04-25,1420,Smartwatch,10,246502.52
2024-01-07,3553,Laptop,10,149716.25
2023-11-18,4488,Laptop,11,244030.77
2024-03-21,2783,Smartphone,9,126626.69
2024-09-14,1811,Smartwatch,5,27338.75
2024-04-13,4404,Headphones,9,93022.8
2024-09-01,4845,Laptop,1,228803.4
2024-06-04,4605,Laptop,3,140073.48
2023-12-16,1721,Smartphone,8,190555.81
2023-11-15,769,Headphones,5,249477.34
2024-04-05,704,Smartphone,1,224749.34
2023-12-22,2027,Smartphone,6,135683.9
2023-12-16,3707,Smartphone,8,174133.36
2023-12-31,1916,Tablet,2,206259.3
2024-01-02,4297,Headphones,8,17923.02
2024-09-12,1241,Smartwatch,9,142602.14
2024-04-12,1110,Tablet,9,52911.47
2023-11-02,2685,Tablet,6,204991.6
2023-11-15,30,Headphones,2,199309.55
2024-07-29,4595,Smartwatch,7,74879.63
2024-09-14,1023,Smartwatch,6,202978.94
2024-01-03,2740,Headphones,7,212554.48
2024-08-25,1969,Headphones,9,141487.69
2024-05-12,1453,Smartphone,2,58230.07
2024-02-28,4755,Headphones,6,27038.64
2024-09-14,2035,Smartphone,2,60587.17
2023-11-28,2995,Headphones,8,142973.6
2024-10-12,1670,Tablet,7,46063.28
2024-09-01,3867,Headphones,6,202445.95
2024-02-14,2003,Smartphone,8,131476.42
2023-10-26,309,Headphones,4,294269.06
2023-12-24,3195,Headphones,5,153223.25
2024-04-23,2492,Smartphone,7,56204.21
2024-03-27,4533,Smartphone,10,129235.93
2024-09-21,1942,Tablet,6,17902.66
2024-10-19,3501,Smartwatch,8,269884.9
2024-10-07,4766,Smartphone,7,72471.93
2023-11-02,2843,Tablet,9,214178.39
2024-05-20,3276,Smartwatch,6,256163.2
2024-02-13,2858,Headphones,6,146352.7
2024-05-05,1904,Tablet,11,246461.94
2024-03-01,1619,Smartphone,4,210521.02
2024-10-11,3211,Smartphone,7,122373.58
2024-10-03,4612,Laptop,4,293874.94
2024-08-15,3712,Headphones,6,158296.23
2024-06-11,2418,Headphones,5,27562.86
2024-07-26,2012,Tablet,7,280574.78
2024-02-12,2943,Smartwatch,11,69041.93
2024-06-02,4701,Tablet,10,235933.38
2024-07-27,3390,Laptop,6,110757.9
2024-04-25,2943,Smartwatch,8,39803.82
2023-10-30,2389,Headphones,4,266990.1
2024-06-18,9,Headphones,11,238816.75
2024-05-19,4005,Smartwatch,7,255930.97
2024-07-12,4763,Laptop,6,222399.94
2024-08-20,4103,Tablet,3,267853.12
2024-02-21,1463,Smartphone,10,75393.95
2024-07-09,1932,Tablet,5,181240.77
2024-04-13,3681,Smartphone,1,91283.07
2023-11-20,313,Smartwatch,2,220086.73
2024-08-26,1744,Tablet,1,56816.78
2024-05-29,192,Smartwatch,11,196665.1
2023-11-15,1061,Smartwatch,7,131677.95
2024-05-16,3272,Laptop,11,284571.47
2024-04-25,2683,Smartwatch,2,55359.6
2024-06-17,2357,Smartphone,11,243957.9
2024-08-30,3233,Smartphone,1,266329.7
2024-04-15,2356,Smartphone,11,73470.94
2024-03-30,2655,Smartphone,7,138318.98
2024-05-01,196,Tablet,5,187443.19
2024-09-14,2802,Smartwatch,3,99977.65
2023-12-26,333,Tablet,9,274208.56
2024-06-17,2594,Headphones,8,74514.27
2024-04-07,1737,Headphones,3,139481.95
2024-06-12,1544,Tablet,2,152330.77
2024-04-21,4819,Laptop,9,103481.3
2023-11-16,3656,Headphones,8,268984.25
2024-10-08,1020,Tablet,4,32917.29
2024-03-20,1021,Smartphone,10,62531.51
2023-12-24,3055,Laptop,3,55335.19
2024-07-08,1803,Laptop,4,283954.84
2024-06-19,4426,Smartwatch,5,220559.66
2024-01-22,3134,Smartwatch,5,109685.27
2024-08-24,2069,Smartwatch,6,159457.78
2024-07-18,3850,Tablet,2,45725.45
2024-05-07,573,Tablet,8,118306.97
2023-12-16,4460,Laptop,4,106497.43
2024-10-11,4184,Smartphone,3,184924.69
2024-03-01,3560,Headphones,5,265447.38
2024-07-14,3273,Tablet,1,49320.33
2023-11-29,862,Headphones,11,172580.4
2024-03-05,3087,Laptop,11,187281.3
2024-02-14,1697,Headphones,8,210210.38
2024-10-11,3473,Smartwatch,10,278020.16
2024-07-24,1432,Smartwatch,9,260347.19
2023-11-24,1510,Smartphone,3,143046.77
2023-12-05,2668,Smartwatch,1,244630.0
2024-02-01,3697,Smartphone,10,123403.93
2024-01-03,2086,Smartwatch,3,122543.49
2024-01-24,843,Smartphone,5,70638.55
2023-10-30,3755,Smartwatch,5,43046.36
2024-09-05,4779,Tablet,11,262110.77
2024-07-29,3479,Smartwatch,7,86174.09
2024-10-14,1286,Laptop,8,249146.75
2024-10-21,3707,Smartwatch,7,17333.48
2023-11-29,4938,Smartphone,6,145751.45
2024-01-06,2102,Tablet,3,132184.81
2024-03-29,2542,Smartwatch,8,78675.18
2024-06-03,3923,Headphones,4,243280.17
2024-02-28,2871,Tablet,2,93509.78
2024-03-26,1791,Smartphone,6,215949.06
2024-10-03,362,Headphones,3,33449.26
2024-01-16,986,Laptop,11,208654.77
2024-07-04,1114,Smartwatch,11,176161.67
2023-10-29,1160,Headphones,10,60367.88
2024-08-25,1870,Laptop,4,224312.45
2023-12-14,766,Smartphone,10,159757.2
2024-04-15,2946,Headphones,5,194650.77
2024-09-26,841,Smartwatch,8,269506.1
2023-10-29,933,Headphones,5,232032.12
2024-04-28,3402,Smartphone,1,180856.4
2024-07-14,4964,Tablet,6,58163.4
2024-03-30,3247,Smartphone,9,173074.38
2024-01-27,2124,Headphones,9,165198.23
2024-07-26,272,Smartphone,4,32818.18
2024-06-29,2484,Headphones,5,130057.23
2024-04-25,1173,Smartwatch,7,181118.6
2024-09-20,3479,Laptop,3,167309.22
2024-04-05,542,Tablet,9,65788.52
2024-03-02,2951,Tablet,3,121343.98
2024-03-31,3237,Smartphone,6,26498.63
2024-06-30,4255,Smartwatch,11,257081.4
2023-12-07,1567,Smartwatch,10,132469.98
2024-03-07,902,Tablet,5,297355.44
2024-05-02,4364,Headphones,3,99894.19
2024-03-12,1645,Smartwatch,2,151400.19
2023-12-24,997,Laptop,8,288600.53
2024-08-25,4400,Headphones,5,66813.46
2024-09-18,4109,Laptop,2,244378.88
2023-11-28,112,Smartphone,11,288291.7
2023-12-22,4011,Smartphone,2,263916.1
2024-10-01,2366,Headphones,3,125748.72
2024-06-18,6,Headphones,7,60334.5
2024-06-21,4634,Headphones,4,243567.16
2024-02-26,4267,Laptop,8,31634.91
2023-12-05,1342,Headphones,8,123943.3
2023-12-29,4893,Headphones,2,80337.49
2024-03-17,2411,Smartphone,10,24243.56
2024-10-09,459,Headphones,3,217006.66
2024-06-12,3361,Tablet,7,16538.94
2023-12-30,4070,Smartphone,7,83427.79
2024-08-18,574,Tablet,11,175089.23
2024-10-13,1442,Headphones,1,80262.77
2024-01-08,3843,Headphones,8,30023.02
2024-01-19,4326,Tablet,3,37665.46
2023-11-20,4041,Smartwatch,9,217514.05
2024-10-02,4129,Tablet,10,150972.06
2023-11-08,590,Headphones,10,144125.86
2024-02-23,529,Headphones,1,148566.31
2024-10-12,2870,Tablet,4,250421.34
2024-01-23,2887,Smartphone,2,227272.67
2023-11-04,2594,Smartphone,7,265336.88
2024-07-31,3397,Tablet,1,255396.36
2023-11-14,1417,Smartwatch,7,175915.86
2024-09-04,4367,Headphones,5,66168.69
2023-11-10,3424,Smartwatch,10,13432.83
2023-12-22,1245,Tablet,1,159736.8
2023-12-12,1628,Headphones,5,186740.1
2023-10-29,2051,Headphones,7,236165.73
2023-12-28,2758,Headphones,10,214565.23
2024-06-22,2991,Laptop,11,41248.91
2024-03-21,4133,Smartwatch,11,54970.61
2024-07-02,2526,Laptop,2,297273.16
2023-11-10,3834,Headphones,4,44974.58
2024-03-19,4111,Tablet,6,161511.55
2024-04-19,1000,Smartwatch,4,221081.73
2024-06-29,2400,Smartwatch,6,293778.06
2024-02-22,4301,Smartphone,2,261163.42
2024-05-03,2231,Smartphone,5,285999.25
2024-10-13,1890,Laptop,2,68906.93
2024-09-18,3084,Smartphone,4,54399.03
2024-04-07,1080,Headphones,10,54522.06
2024-08-21,250,Headphones,7,58818.7
2024-03-02,1241,Tablet,2,69190.34
2024-07-27,383,Smartphone,5,185075.73
2024-10-06,2315,Laptop,7,255217.95
2023-12-25,3308,Tablet,7,123813.71
2024-09-05,2865,Headphones,5,271386.5
2024-04-24,1677,Smartphone,3,143072.08
2024-08-29,3263,Headphones,5,252757.27
2024-08-05,3460,Tablet,4,42489.73
2024-02-24,2459,Laptop,3,19402.07
2024-05-07,2256,Tablet,8,81555.92
2024-01-07,2641,Headphones,7,297542.7
2024-08-25,3544,Smartphone,9,159391.14
2024-05-18,1149,Smartphone,4,170304.61
2023-11-11,533,Smartwatch,6,123479.8
2024-01-20,157,Headphones,7,141575.36
2024-03-24,1114,Smartwatch,9,234330.8
2024-10-13,1829,Laptop,8,223647.95
2024-07-11,2623,Smartphone,1,243402.95
2024-01-11,3539,Tablet,5,69523.58
2024-07-02,167,Smartwatch,7,44214.94
2024-03-08,1379,Smartwatch,6,35820.39
2024-05-13,2599,Tablet,9,188303.3
2023-12-07,1047,Tablet,11,120211.37
2024-02-06,4140,Smartwatch,6,106448.27
2023-12-25,3035,Smartphone,7,46666.38
2024-06-08,4280,Smartphone,1,237544.88
2024-08-14,2331,Smartwatch,8,24396.23
2024-06-10,4023,Laptop,7,47298.9
2024-04-09,4143,Headphones,7,154805.25
2024-03-29,363,Smartwatch,1,195283.23
2024-03-08,1611,Tablet,5,199398.72
2024-01-28,3389,Headphones,5,36565.46
2023-12-08,1421,Smartphone,2,258158.9
2024-03-02,2039,Headphones,3,83277.19
2023-11-28,3877,Smartphone,8,164138.77
2024-08-15,43,Headphones,10,161356.53
2024-06-18,2413,Tablet,1,248953.36
2023-11-20,1708,Tablet,3,24907.79
2024-03-30,1350,Smartwatch,9,166311.42
2024-09-26,1385,Laptop,9,55049.63
2024-02-12,186,Laptop,11,53425.34
2023-11-25,1993,Tablet,8,32472.19
2024-10-07,4640,Headphones,4,82126.01
2024-09-01,948,Headphones,6,149011.8
2023-10-24,713,Laptop,3,222322.7
2024-10-05,2262,Tablet,5,289830.12
2024-07-20,3363,Smartwatch,2,23433.31
2024-04-05,1042,Tablet,9,178197.14
2024-02-20,2749,Tablet,9,249589.98
2024-05-11,2628,Headphones,8,127035.49
2024-03-09,2014,Smartwatch,11,60670.68
2024-09-26,2002,Smartphone,5,145987.64
2024-07-20,686,Smartwatch,9,188000.7
2024-02-18,515,Smartwatch,2,136475.02
2024-09-01,2240,Smartwatch,4,287185.2
2024-04-16,2871,Smartwatch,2,19153.74
2023-11-05,3428,Tablet,7,247161.06
2024-08-21,3730,Smartwatch,7,206752.94
2024-04-02,2179,Smartphone,6,108858.98
2024-05-27,3511,Laptop,5,161074.31
2024-08-11,4527,Smartwatch,8,284988.1
2024-03-25,513,Tablet,10,115494.16
2023-11-06,2638,Smartphone,6,62680.19
2024-01-20,3905,Smartwatch,6,219647.6
2024-02-26,638,Headphones,11,298753.62
2024-03-18,3524,Smartphone,4,163871.2
2024-03-01,4056,Tablet,10,64608.86
2024-07-01,342,Smartwatch,3,91442.39
2023-12-08,4189,Headphones,1,43624.49
2024-05-17,4436,Tablet,11,214303.67
2024-06-16,4109,Tablet,6,216814.55
2024-06-05,2908,Tablet,1,215656.64
2024-10-01,1490,Smartphone,9,161450.64
2023-11-29,2001,Smartwatch,1,125378.56
2024-03-27,3126,Tablet,3,140587.02
2024-04-29,151,Headphones,7,188765.28
2024-01-28,4376,Tablet,5,104250.22
2023-12-06,799,Smartwatch,10,260948.58
2024-10-06,3884,Laptop,4,182101.94
2024-08-01,1726,Smartwatch,7,102684.58
2024-07-09,4373,Headphones,2,129319.97
2024-06-29,4,Tablet,2,11436.71
2024-04-28,567,Smartwatch,11,141705.61
2024-10-21,277,Headphones,6,57115.97
2024-06-30,486,Smartwatch,6,255719.52
2023-12-15,4855,Tablet,4,61195.5
2024-09-24,106,Smartwatch,3,201761.2
2023-12-15,4157,Tablet,6,75772.8
2024-03-25,4372,Headphones,8,115826.27
2024-08-30,2505,Headphones,7,38735.42
2024-02-23,4053,Smartwatch,5,258962.34
2024-05-02,3303,Headphones,2,121951.06
2024-04-13,3893,Smartwatch,4,48106.23
2024-08-14,4254,Smartphone,11,95946.1
2024-06-23,1009,Laptop,3,120734.13
2024-10-20,2345,Tablet,4,168239.38
2024-03-27,2328,Tablet,10,86556.2
2024-01-27,1606,Smartphone,5,234405.94
2024-05-17,2597,Smartwatch,1,269084.84
2024-03-20,700,Headphones,6,74594.15
2024-01-23,3308,Headphones,2,294838.66
2024-09-25,1095,Smartwatch,1,86436.65
2024-09-16,1995,Tablet,1,186116.64
2024-02-20,3700,Smartphone,11,229688.7
2024-03-28,1365,Tablet,3,125640.31
2024-03-30,4538,Laptop,9,110781.74
2024-06-11,2891,Smartwatch,5,264242.38
2024-02-13,1053,Tablet,11,202678.02
2024-05-23,3448,Tablet,11,111174.92
2024-02-21,2621,Headphones,1,134164.84
2023-11-06,2904,Laptop,2,178396.77
2024-09-09,4902,Headphones,2,267199.03
2024-01-12,3666,Headphones,5,216372.64
2024-01-28,53,Laptop,8,181765.88
2024-03-13,3365,Headphones,4,296794.6
2024-01-24,1120,Headphones,6,136655.02
2023-11-22,4939,Smartwatch,5,254817.6
2024-09-23,3423,Headphones,11,21600.01
2023-11-16,72,Headphones,4,230414.67
2024-10-15,1846,Smartwatch,6,196293.69
2024-08-30,2744,Headphones,6,109010.81
2024-03-18,3614,Headphones,2,186845.34
2023-12-20,1511,Smartphone,10,72498.96
2024-09-16,210,Headphones,6,215357.1
2024-03-10,1374,Headphones,3,235346.66
2024-07-06,3694,Smartphone,5,203372.61
2024-05-04,1811,Laptop,11,170373.25
2023-12-20,1153,Smartwatch,3,175244.86
2023-11-17,644,Laptop,4,51004.34
2023-12-22,2004,Smartphone,11,87333.74
2024-07-28,2876,Smartwatch,10,270160.2
2023-12-31,3872,Smartwatch,2,12921.0
2024-01-25,1295,Headphones,4,117920.15
2024-04-01,3728,Tablet,1,232506.89
2024-06-19,228,Laptop,3,156283.31
2024-01-12,3477,Laptop,5,215224.08
2024-04-17,3978,Tablet,4,77993.62
2023-11-09,1121,Tablet,8,34490.8
2024-01-18,2158,Headphones,2,88442.16
2024-09-22,1779,Headphones,6,264543.88
2024-05-23,1041,Laptop,1,139426.4
2024-02-21,488,Tablet,2,199202.98
2024-04-20,4414,Smartphone,2,216497.83
2024-07-18,483,Headphones,11,136954.73
2024-04-10,3970,Laptop,10,13456.33
2023-12-26,247,Tablet,11,288551.22
2024-06-26,834,Smartphone,9,240964.08
2024-04-23,1074,Laptop,4,296586.56
2023-12-03,4846,Smartwatch,11,181774.84
2024-07-30,1453,Headphones,6,148312.16
2024-10-02,589,Headphones,1,73341.59
2024-05-30,4871,Smartwatch,4,233879.9
2024-10-02,936,Smartphone,4,225760.1
2024-01-27,3911,Headphones,3,101463.89
2023-12-23,216,Headphones,10,257421.45
2024-05-01,594,Smartphone,2,291656.97
2024-08-07,4375,Laptop,5,289438.56
2024-06-21,1990,Tablet,7,158056.84
2024-01-20,4891,Headphones,6,35263.13
2024-07-18,318,Smartphone,9,235643.33
2024-03-04,1545,Headphones,2,274298.8
2024-05-21,3010,Tablet,10,98550.92
2023-12-13,3447,Headphones,10,152996.66
2023-11-24,2915,Headphones,2,97665.69
2024-10-14,4378,Smartphone,6,225973.08
2024-06-16,372,Laptop,11,291748.9
2024-10-01,456,Headphones,8,94510.42
2024-05-16,650,Smartphone,8,117714.91
2024-06-21,2891,Laptop,5,44890.88
2023-12-22,346,Smartwatch,6,166171.62
2023-12-28,4386,Headphones,10,159226.19
2024-09-06,701,Headphones,9,279881.12
2024-06-13,2320,Smartwatch,1,196847.34
2023-10-28,1983,Tablet,9,74683.31
2024-03-10,4151,Smartwatch,2,64746.12
2023-11-29,2898,Tablet,10,185252.97
2024-07-13,2163,Smartphone,8,235669.02
2024-01-10,652,Tablet,8,144516.8
2024-08-21,231,Tablet,7,280491.0
2024-02-24,3969,Laptop,4,72770.25
2024-06-27,953,Smartwatch,9,153059.94
2023-12-29,2885,Smartphone,5,259082.95
2024-09-18,2900,Tablet,11,264802.97
2024-10-21,3862,Laptop,3,49723.85
2023-12-02,4513,Headphones,2,168913.58
2024-02-06,2773,Laptop,4,265135.4
2023-11-04,605,Smartphone,1,264328.44
2024-07-04,3839,Headphones,1,44262.95
2023-11-05,2338,Smartwatch,10,196358.66
2024-07-31,315,Headphones,1,150142.45
2023-12-18,3284,Headphones,5,52925.35
2024-01-21,2561,Smartphone,4,66410.2
2024-07-23,72,Headphones,6,259238.48
2024-08-31,2446,Smartphone,1,40188.71
2023-12-03,957,Smartwatch,1,294399.34
2024-07-24,3136,Headphones,1,266708.78
2024-08-22,3922,Tablet,1,141154.61
2024-06-20,1883,Smartphone,10,12098.25
2023-11-16,2549,Tablet,11,99104.97
2024-01-11,1949,Smartwatch,10,137703.3
2024-08-06,3021,Smartwatch,7,187096.72
2024-04-13,2611,Smartwatch,11,50674.03
2024-10-08,1332,Tablet,4,116267.0
2023-11-12,557,Tablet,11,151438.94
2023-11-04,1588,Smartphone,10,151746.28
2024-04-20,2654,Laptop,8,112000.99
2024-07-25,4517,Headphones,3,45777.39
2024-04-24,2739,Headphones,10,73178.52
2024-06-07,1297,Smartwatch,6,168091.19
2024-09-02,2892,Laptop,2,213938.92
2023-12-27,2649,Headphones,11,148582.7
2024-02-18,1009,Smartphone,5,189094.98
2024-02-20,915,Headphones,3,77010.73
2024-09-17,2280,Tablet,2,229508.6
2024-02-19,1794,Smartphone,2,77223.03
2024-09-26,3012,Smartwatch,2,199648.36
2024-08-26,3485,Tablet,2,116682.06
2024-03-28,2741,Headphones,5,266646.1
