Дата,UserID,Продукт,Количество,Цена
2024-10-17,3900,Laptop,11,178375.89
2024-03-15,1276,Smartphone,7,269445.03
2024-07-13,4263,Laptop,5,263765.75
2024-10-18,1937,Smartwatch,2,56167.56
2024-10-01,903,Smartphone,6,288549.84
2024-08-05,2993,Headphones,8,287320.6
2023-12-16,4782,Tablet,4,93771.1
2024-01-25,4055,Tablet,10,118360.12
2023-10-24,3611,Tablet,7,81573.91
2024-01-14,2612,Smartwatch,10,249780.62
2023-12-22,3517,Tablet,9,280974.4
2024-04-27,507,Headphones,8,228110.47
2024-07-09,1739,Smartwatch,5,270844.75
2024-09-19,2715,Smartwatch,5,153451.1
2024-07-04,3547,Smartphone,11,102979.05
2024-01-15,981,Smartwatch,10,207241.9
2024-10-16,203,Smartwatch,3,215767.97
2024-01-08,3267,Smartwatch,7,260670.94
2024-03-30,3009,Headphones,11,29530.7
2024-01-07,1410,Tablet,10,79844.97
2024-01-27,940,Smartwatch,2,125388.69
2024-07-14,2683,Headphones,3,57768.84
2023-11-21,4696,Headphones,5,225995.1
2023-12-18,1863,Laptop,11,282924.62
2024-01-30,3484,Tablet,1,275669.16
2024-04-24,1001,Smartwatch,5,265215.28
2024-09-16,4900,Laptop,10,149438.72
2024-06-02,3348,Headphones,5,253684.23
2024-10-20,3061,Smartwatch,3,259790.88
2024-05-25,3175,Headphones,11,62216.15
2024-02-10,3643,Smartphone,3,83666.12
2024-04-30,1672,Tablet,3,118884.78
2024-03-06,4667,Headphones,3,69182.37
2024-09-10,3298,Smartphone,8,211686.73
2024-08-13,4322,Tablet,10,33226.79
2024-10-13,2575,Smartphone,3,82909.25
2024-05-17,4102,Laptop,4,229132.44
2023-12-02,2612,Headphones,4,54377.27
2024-09-24,2549,Tablet,2,264201.53
2024-03-09,2106,Tablet,9,244131.64
2024-05-03,3817,Headphones,4,81817.48
2024-10-18,2865,Smartphone,3,75687.57
2024-06-02,1775,Smartwatch,9,83536.07
2024-09-18,2307,Laptop,9,57710.44
2023-12-15,3623,Tablet,2,97896.72
2024-10-14,3243,Laptop,11,170423.02
2024-07-25,2434,Tablet,2,80925.06
2024-02-10,2410,Smartwatch,10,134181.5
2024-10-16,4733,Smartwatch,6,274827.8
2024-07-03,1636,Headphones,10,68705.04
2024-07-09,2360,Smartphone,2,36698.22
2023-11-16,4450,Tablet,1,157258.89
2024-03-03,1539,Tablet,6,127830.88
2023-11-10,1620,Smartphone,6,108165.73
2024-10-11,519,Smartwatch,10,229406.7
2023-11-19,1777,Smartwatch,9,137341.69
2024-01-08,1425,Smartphone,9,57292.99
2024-03-21,4516,Tablet,8,272433.6
2023-12-30,2772,Tablet,3,283108.44
2024-08-17,1801,Headphones,5,104394.07
2024-03-31,1721,Laptop,4,105440.11
2023-11-21,3440,Headphones,9,37949.83
2024-04-28,3414,Tablet,1,93518.81
2024-04-16,1322,Laptop,6,131931.31
2024-02-04,2583,Laptop,1,164414.88
2024-03-07,238,Smartphone,2,12620.3
2024-09-20,4362,Smartwatch,4,38367.55
2024-04-04,1804,Headphones,10,12178.14
2023-11-16,1775,Headphones,5,204662.12
2024-08-02,2760,Smartphone,4,18776.54
2024-04-27,4737,Smartwatch,5,66400.4
2024-05-28,185,Smartwatch,4,156799.39
2024-04-21,3535,Headphones,11,217712.9
2024-03-28,1520,Headphones,7,86449.29
2024-06-19,1977,Laptop,11,107478.91
2024-07-07,4553,Tablet,7,216663.44
2024-08-29,2910,Laptop,1,105626.06
2024-05-25,1235,Laptop,5,234487.67
2024-04-09,2176,Tablet,7,121717.43
2024-05-18,140,Smartphone,7,165630.4
2024-03-30,1300,Tablet,3,105275.24
2024-04-24,2820,Laptop,3,131474.16
2023-12-16,1041,Smartphone,11,248255.48
2024-09-10,833,Smartwatch,3,26937.07
2023-10-27,2447,Smartwatch,3,263166.88
2024-08-19,2020,Headphones,7,72238.9
2024-03-16,1182,Laptop,6,238429.03
2024-10-18,4132,Tablet,5,49169.14
2023-11-03,3996,Headphones,3,168952.97
2024-03-07,912,Smartphone,3,249731.56
2024-05-24,2055,Laptop,4,284213.44
2024-04-17,4858,Smartwatch,4,115432.39
2024-02-27,301,Smartwatch,3,75953.18
2024-09-04,3026,Smartwatch,11,149129.25
2023-11-08,643,Tablet,10,126797.4
2024-04-19,2990,Headphones,6,210091.92
2024-02-12,707,Tablet,9,155536.69
2024-07-27,4328,Laptop,8,288874.4
2024-01-31,4709,Laptop,10,243716.84
2024-07-09,1907,Smartwatch,3,258385.7
2024-08-29,4647,Laptop,4,221268.69
2024-09-25,3161,Smartwatch,11,65160.09
2024-05-07,1856,Headphones,9,233928.9
2024-05-12,3565,Smartphone,8,238416.12
2024-03-07,2897,Smartwatch,6,249125.08
2024-06-15,1358,Laptop,5,68525.13
2024-07-25,3538,Laptop,10,130899.04
2024-01-11,2825,Laptop,7,156066.81
2024-06-05,4032,Smartphone,8,176900.98
2024-04-24,2189,Headphones,1,170789.48
2024-05-18,3441,Headphones,6,238521.1
2024-08-26,2987,Headphones,3,227276.16
2024-06-08,2437,Smartphone,3,90091.49
2024-03-11,2766,Smartphone,2,101382.35
2023-11-26,1927,Laptop,3,208599.2
2024-06-29,552,Tablet,2,128870.7
2024-06-25,1117,Headphones,11,275505.1
2024-05-30,783,Tablet,6,187906.38
2024-02-15,2606,Headphones,7,179372.73
2024-02-28,4157,Smartwatch,10,265903.03
2024-01-21,4612,Headphones,2,268123.16
2023-11-25,643,Smartwatch,3,41848.13
2024-03-09,1042,Tablet,10,125252.05
2023-10-29,1816,Headphones,9,160373.4
2023-12-22,2156,Headphones,4,146799.78
2024-07-06,2444,Tablet,10,67182.31
2024-07-09,488,Headphones,9,119585.92
2024-06-10,2374,Smartwatch,4,257806.73
2024-08-02,1306,Tablet,8,193358.64
2024-03-08,1056,Headphones,1,288445.38
2024-04-30,1544,Smartwatch,11,266083.9
2023-10-29,2510,Laptop,1,211821.34
2024-08-31,822,Smartphone,11,146845.14
2024-05-02,741,Smartwatch,11,158388.98
2023-12-31,1718,Tablet,10,229112.67
2024-03-23,3173,Smartphone,7,57445.5
2024-05-21,295,Headphones,10,165945.02
2024-01-01,378,Smartwatch,5,254207.03
2024-08-04,146,Headphones,5,174520.66
2024-05-12,3743,Headphones,7,72478.01
2024-08-25,1599,Laptop,6,130219.78
2024-06-02,3110,Smartwatch,2,33496.22
2024-07-03,821,Laptop,5,164635.34
2024-02-06,323,Laptop,8,124264.26
2024-02-11,4073,Tablet,8,121716.51
2024-05-01,2443,Headphones,7,31044.06
2024-06-07,1113,Tablet,9,179185.22
2024-02-29,2537,Tablet,4,282130.2
2024-06-01,4180,Headphones,3,189399.69
2024-02-16,2747,Headphones,11,200700.44
2024-07-14,303,Smartwatch,10,227229.78
2024-06-27,1281,Headphones,7,187748.48
2024-01-18,810,Smartwatch,5,229817.27
2024-01-02,3849,Laptop,7,143775.84
2024-02-03,1414,Smartphone,4,39921.19
2023-11-26,3368,Smartphone,8,104840.86
2024-06-15,2545,Laptop,7,31254.17
2024-06-05,137,Laptop,6,152966.27
2024-08-01,4414,Headphones,3,104132.15
2024-05-08,849,Tablet,7,238901.53
2024-01-17,3677,Smartphone,3,51437.67
2023-10-27,1178,Smartphone,6,255185.83
2024-10-02,4810,Laptop,2,88591.49
2024-03-08,3832,Headphones,8,179201.38
2023-12-03,351,Tablet,6,59835.56
2024-04-30,4613,Smartwatch,1,279210.53
2023-12-26,3674,Smartphone,2,52240.55
2024-05-24,3447,Headphones,3,97258.64
2024-04-30,3753,Headphones,8,58071.07
2024-04-20,4817,Tablet,3,74304.59
2024-09-01,4613,Smartwatch,1,266809.94
2024-02-06,4208,Smartwatch,8,128158.25
2024-02-24,496,Tablet,4,109803.69
2023-11-07,1351,Laptop,1,243812.8
2024-10-16,2837,Laptop,2,26637.33
2024-04-17,2805,Laptop,1,254081.44
2024-03-11,2182,Headphones,3,250598.53
2024-03-03,1672,Headphones,9,175137.56
2023-11-18,2792,Smartwatch,10,36061.1
2023-12-28,2315,Smartphone,5,86590.45
2023-10-28,3947,Tablet,7,104096.48
2024-03-28,4046,Smartphone,4,182714.06
2024-05-05,3713,Headphones,2,126095.53
2024-06-18,1491,Smartwatch,8,45231.22
2024-07-16,2113,Headphones,10,272395.34
2023-11-30,2552,Smartphone,7,99520.46
2024-04-18,2086,Smartwatch,9,158890.78
2024-04-18,741,Laptop,6,224898.33
2023-10-28,2319,Smartphone,7,123658.34
2024-10-01,840,Smartwatch,9,117105.48
2024-06-04,1559,Tablet,6,268111.16
2024-07-18,4289,Headphones,11,180707.67
2024-09-23,4548,Laptop,1,110832.25
2024-02-25,3424,Smartphone,11,124222.38
2024-01-27,3781,Smartwatch,6,174647.55
2024-01-05,3813,Headphones,9,94707.37
2024-01-10,1616,Headphones,2,124780.94
2024-01-01,1701,Laptop,6,229915.72
2024-05-30,247,Headphones,4,220371.7
2024-10-12,1612,Tablet,8,248645.05
2024-10-12,1896,Smartwatch,8,231480.48
2024-03-09,845,Headphones,5,250587.31
2024-02-26,411,Smartphone,8,261608.88
2024-05-15,4159,Smartwatch,1,148057.53
2024-04-20,67,Headphones,1,241644.19
2024-01-28,4115,Tablet,9,35438.48
2024-04-19,2792,Headphones,2,193686.38
2024-04-29,2890,Laptop,11,191534.23
2024-08-28,3962,Smartwatch,8,230422.55
2024-10-11,1300,Headphones,2,263160.12
2024-09-18,3734,Headphones,6,211263.03
2024-10-11,2381,Smartphone,9,94207.42
2023-12-31,1418,Tablet,8,27552.39
2024-04-30,2562,Tablet,1,209663.45
2023-12-15,4515,Smartwatch,6,228502.1
2024-04-11,1255,Smartwatch,1,250262.4
2024-03-16,2649,Smartphone,1,129804.62
2024-01-16,132,Headphones,10,240633.62
2024-08-04,789,Smartwatch,11,39865.12
2024-07-13,4781,Tablet,6,225623.08
2024-06-05,3054,Headphones,3,209021.84
2024-02-14,4742,Headphones,9,45904.09
2024-03-26,4508,Laptop,6,25913.7
2024-02-24,3647,Headphones,10,11949.11
2024-05-10,103,Headphones,6,26704.66
2023-10-29,3867,Tablet,5,129952.89
2023-12-08,151,Smartwatch,3,98759.96
2024-04-12,2027,Smartphone,9,134230.17
2023-11-05,4722,Smartwatch,11,207301.6
2024-03-02,2905,Smartphone,4,25155.25
2024-02-15,4193,Headphones,1,53812.1
2023-10-28,1291,Headphones,5,20037.58
2024-05-21,4231,Headphones,10,223052.02
2024-04-26,1174,Smartphone,5,234755.8
2024-09-11,2937,Smartphone,1,190712.1
2024-02-08,4817,Laptop,11,70649.07
2024-06-21,3280,Headphones,5,236199.64
2024-10-14,4743,Smartphone,10,66527.51
2024-05-17,2385,Laptop,9,181827.75
2024-07-14,4114,Laptop,7,242477.42
2023-12-30,926,Headphones,5,40324.77
2023-10-31,4582,Headphones,5,89852.67
2024-10-05,4524,Smartphone,10,197933.31
2023-11-09,1252,Laptop,9,231036.89
2024-10-20,226,Smartphone,7,223208.16
2024-01-30,3047,Smartphone,3,104458.43
2023-12-01,4597,Laptop,11,200393.23
2023-12-21,1029,Laptop,7,132049.53
2024-02-16,4828,Tablet,8,265731.56
2024-02-26,3279,Laptop,1,259492.12
2023-11-06,3125,Tablet,2,257812.98
2024-05-23,893,Laptop,3,96354.57
2024-05-05,1877,Smartphone,6,152370.77
2024-06-12,549,Tablet,7,95100.23
2024-09-24,2083,Tablet,7,44198.38
2024-01-20,757,Tablet,9,98511.55
2024-05-30,956,Laptop,1,281552.53
2023-12-11,659,Laptop,1,210395.6
2024-09-14,1368,Laptop,2,169322.38
2024-01-13,1823,Tablet,4,123931.61
2024-04-01,2610,Headphones,10,256584.98
2024-08-03,1643,Headphones,11,224044.12
2024-06-30,4326,Laptop,8,161937.94
2024-01-13,3557,Tablet,7,207763.06
2023-11-08,1327,Laptop,4,186983.1
2024-09-10,2097,Smartphone,11,139807.5
2024-07-04,4807,Headphones,1,206713.95
2024-02-06,2067,Tablet,4,12072.81
2024-09-12,2329,Headphones,3,113476.06
2024-04-05,2313,Tablet,3,207116.19
2024-08-03,908,Headphones,1,125385.04
2024-10-09,3415,Tablet,8,136120.73
2024-08-20,2666,Laptop,5,82150.87
2023-12-16,2137,Tablet,5,123545.68
2024-07-12,845,Tablet,11,237601.17
2024-01-17,550,Smartwatch,8,288928.0
2024-03-05,4730,Laptop,5,103887.34
2024-08-18,3854,Smartphone,3,164051.06
2024-03-14,51,Laptop,1,179705.47
2024-02-04,3430,Laptop,9,133023.6
2024-08-18,3638,Smartphone,8,243942.62
2024-01-16,2627,Headphones,1,23307.67
2024-03-07,4812,Tablet,6,254925.2
2023-12-15,4540,Tablet,2,238498.27
2024-06-28,4451,Headphones,1,108319.15
2024-05-24,983,Headphones,5,158653.38
2024-01-21,3165,Headphones,7,136896.48
2024-08-06,1648,Tablet,3,177223.9
2024-09-25,4813,Tablet,3,157919.16
2024-10-04,4621,Headphones,7,130599.02
2023-10-30,2378,Tablet,2,147659.88
2024-02-11,4732,Laptop,10,87364.86
2024-02-05,3724,Laptop,6,123829.38
2024-07-27,1266,Tablet,3,271227.34
2024-10-14,1034,Headphones,1,119237.03
2024-02-20,4847,Smartphone,8,229488.14
2024-08-25,2969,Headphones,8,281391.44
2024-03-13,4265,Smartphone,11,261565.34
2024-06-09,2316,Laptop,8,34807.66
2024-06-05,1712,Smartphone,9,192071.22
2024-10-16,1397,Smartwatch,9,12528.25
2024-04-23,1709,Smartwatch,9,57243.56
2024-09-19,218,Laptop,3,167294.98
2023-11-06,1801,Smartphone,2,208276.8
2023-12-13,2254,Smartwatch,1,264642.75
2024-04-09,3163,Smartwatch,4,209550.73
2024-01-04,2721,Smartphone,11,11212.24
2024-03-23,4998,Laptop,11,132704.9
2024-04-17,826,Smartphone,3,43552.61
2023-11-25,476,Smartphone,10,49722.76
2023-11-04,1437,Headphones,11,274484.03
2024-01-29,351,Headphones,8,134612.33
2024-07-30,289,Headphones,3,19851.66
2024-03-16,3153,Smartphone,7,48466.37
2024-09-28,2400,Laptop,5,255806.44
2024-08-11,4183,Laptop,2,234098.23
2024-01-24,861,Headphones,9,124714.32
2024-10-14,3405,Smartphone,8,89328.19
2023-11-16,121,Headphones,4,113882.7
2023-11-07,4493,Smartwatch,4,184608.81
2024-08-30,4808,Smartwatch,1,269850.56
2024-04-27,4485,Headphones,1,88321.04
2024-02-14,4343,Smartphone,2,117751.28
2024-02-15,979,Smartwatch,4,71497.81
2024-03-25,3612,Laptop,9,32398.56
2024-10-17,1491,Smartphone,4,32347.54
2024-03-10,381,Laptop,10,242650.02
2024-09-30,749,Smartwatch,4,134217.9
2024-07-29,1658,Smartwatch,3,12944.4
2024-10-11,4887,Tablet,9,250876.48
2024-05-09,3426,Laptop,5,197710.78
2024-06-23,1688,Smartwatch,6,171885.81
2024-10-19,2488,Headphones,1,12650.25
2023-11-13,36,Smartphone,1,112878.16
2024-08-26,1819,Tablet,3,122645.45
2023-11-05,3792,Smartwatch,4,212986.62
2024-07-02,32,Tablet,3,11887.72
2024-04-26,2073,Smartwatch,1,186739.55
2024-05-22,862,Headphones,1,68526.85
2024-03-06,737,Laptop,3,184736.34
2024-04-21,3606,Tablet,3,168169.84
2024-05-17,3205,Headphones,10,176819.45
2024-03-26,2677,Headphones,2,107945.08
2024-01-04,1978,Smartwatch,3,52428.61
2024-06-30,2364,Tablet,7,276185.88
2023-12-01,3432,Tablet,11,144025.84
2024-02-19,3195,Laptop,6,193452.56
2024-10-17,1713,Laptop,2,281852.1
2024-08-27,4808,Headphones,2,298034.97
2024-08-29,3435,Laptop,7,274657.9
2024-03-12,4523,Headphones,2,16633.08
2024-02-25,3695,Headphones,11,73338.71
2024-06-06,81,Smartphone,10,35217.59
2024-04-20,1884,Headphones,4,257942.38
2023-12-29,3774,Smartwatch,5,196087.75
2024-02-23,4341,Smartwatch,3,152189.7
2024-08-11,4383,Smartphone,2,182920.84
2024-10-03,2527,Laptop,1,243331.2
2024-02-18,1535,Headphones,5,220430.16
2024-07-31,1956,Headphones,6,229824.95
2024-03-06,41,Tablet,11,33524.94
2024-06-20,16,Tablet,10,26890.84
2023-10-29,2709,Tablet,8,254539.2
2024-08-18,1972,Smartwatch,5,125361.02
2024-05-04,2085,Headphones,10,208141.66
2024-08-29,3823,Tablet,4,91063.67
2024-03-10,903,Smartwatch,6,265071.06
2024-03-21,2755,Tablet,9,186490.6
2024-08-02,1852,Laptop,5,189176.67
2023-10-24,2233,Smartphone,5,80491.9
2024-07-05,3325,Tablet,7,126133.22
2024-09-19,1536,Tablet,2,81150.16
2023-11-01,2897,Headphones,8,34238.05
2024-04-20,1988,Smartphone,10,28835.85
2024-06-06,2580,Laptop,3,166033.1
2024-07-02,452,Headphones,2,61341.61
2024-03-21,4241,Smartwatch,6,259132.36
2023-12-11,2844,Laptop,11,76132.64
2024-03-05,3261,Headphones,8,243009.05
2023-12-04,4293,Smartphone,10,257578.77
2024-02-22,1078,Smartphone,5,45075.35
2024-06-28,586,Smartphone,6,236956.4
2024-03-05,1362,Laptop,11,77409.49
2023-11-20,869,Smartwatch,1,216539.17
2024-07-15,2149,Laptop,7,24002.99
2024-09-12,3294,Tablet,7,287451.88
2024-03-07,3223,Laptop,7,208322.06
2024-08-21,3443,Headphones,8,124477.83
2024-02-05,1378,Headphones,9,254141.31
2024-05-30,2975,Headphones,8,249114.69
2024-07-27,919,Smartwatch,8,123107.66
2023-10-31,4208,Smartphone,2,138676.9
2023-12-20,4950,Laptop,3,81970.55
2024-03-05,4285,Headphones,10,269449.3
2024-03-04,3975,Headphones,8,198492.05
2023-10-27,3217,Laptop,8,262690.88
2024-05-03,1230,Tablet,4,181480.08
2023-12-18,157,Smartwatch,3,24019.14
2024-03-31,413,Laptop,4,43668.13
2023-12-26,4653,Tablet,5,82760.65
2024-09-01,707,Smartphone,10,134987.75
2024-04-03,242,Headphones,6,104738.37
2024-01-22,3466,Headphones,1,299238.16
2024-09-15,417,Smartwatch,8,121649.96
2024-05-07,4326,Tablet,7,259080.38
2024-02-17,4600,Tablet,1,14651.82
2024-04-02,1279,Smartphone,10,110679.85
2023-11-17,3977,Smartphone,1,221166.02
2024-06-14,336,Smartwatch,1,187719.45
2024-06-13,2336,Headphones,1,217542.27
2024-05-06,3066,Smartwatch,3,65025.19
2024-09-18,4896,Headphones,7,244271.67
2024-02-27,3887,Headphones,1,243368.89
2024-08-24,614,Smartphone,10,198543.62
2024-10-14,1105,Tablet,10,265738.6
2024-01-25,2049,Smartwatch,3,230721.95
2024-01-12,218,Smartphone,4,285390.97
2024-10-17,1447,Smartphone,10,211385.3
2024-08-13,4926,Smartphone,10,270548.8
2024-10-16,846,Smartphone,3,35171.01
2023-12-21,3574,Smartwatch,2,279569.03
2023-11-28,1496,Tablet,5,37617.23
2024-04-05,126,Smartwatch,6,262572.88
2024-02-11,3512,Tablet,5,109240.17
2024-04-22,1685,Laptop,11,216953.4
2024-01-30,2168,Laptop,3,87343.54
2024-07-19,4238,Headphones,3,199221.28
2023-11-01,1889,Smartwatch,9,144355.47
2023-11-30,4985,Headphones,6,167652.84
2024-06-29,1008,Laptop,7,286069.7
2024-08-21,1994,Laptop,8,74196.37
2023-11-15,498,Smartphone,10,50341.1
2024-10-11,4404,Headphones,11,220955.9
2024-04-11,1181,Headphones,9,228297.47
2024-01-05,1826,Headphones,8,202560.94
2024-06-25,61,Smartwatch,4,249890.03
2024-05-13,2591,Smartphone,4,84914.19
2024-05-26,956,Smartphone,5,291305.1
2024-08-29,4249,Tablet,5,180175.77
2023-11-07,350,Smartphone,1,202076.6
2024-03-03,4099,Laptop,1,160210.31
2024-08-29,2611,Tablet,6,37184.54
2024-08-02,4039,Smartwatch,2,207657.19
2024-03-19,4345,Laptop,4,270226.9
2024-03-19,3441,Smartphone,2,207621.53
2024-08-14,2322,Laptop,11,279245.78
2024-01-07,4599,Smartwatch,1,102180.1
2024-01-21,1075,Headphones,1,235919.11
2024-06-23,2659,Tablet,6,173978.48
2024-07-17,1901,Headphones,2,219707.55
2024-05-12,594,Headphones,6,257241.34
2023-12-11,1031,Smartwatch,8,222180.56
2023-11-14,1940,Tablet,3,158562.77
2023-11-01,694,Headphones,4,274342.7
2023-11-14,2547,Tablet,11,239817.36
2024-08-16,362,Smartwatch,8,266341.6
2023-10-27,37,Smartphone,2,190800.45
2023-11-28,49,Laptop,2,151603.31
2024-08-27,629,Laptop,10,222301.52
2024-05-27,451,Smartphone,1,244343.78
2024-04-27,2164,Smartwatch,4,278052.44
2024-06-11,2123,Tablet,3,147326.56
2024-01-18,3303,Laptop,3,248429.31
2024-03-12,3188,Laptop,8,21359.73
2024-07-04,1737,Laptop,2,275278.72
2024-10-18,1454,Smartwatch,8,136488.58
2024-05-07,4302,Smartwatch,3,17922.6
2024-10-09,2909,Smartwatch,9,44071.07
2024-10-11,2097,Headphones,11,59021.32
2024-10-04,1888,Tablet,5,298042.4
2024-08-18,1748,Smartwatch,10,286752.4
2023-11-22,4845,Tablet,1,106971.48
2024-05-01,1686,Tablet,2,277383.7
2024-06-16,23,Smartphone,1,205485.58
2024-04-30,2668,Tablet,11,272682.4
2024-06-06,3622,Laptop,8,15622.93
2024-06-05,3383,Smartwatch,4,272112.2
2024-09-01,366,Headphones,7,156533.34
2023-11-12,1184,Smartwatch,6,194144.31
2024-07-12,1581,Headphones,8,102537.85
2023-11-10,2498,Tablet,11,127707.85
2024-07-20,2417,Headphones,3,262064.77
2023-12-10,3172,Smartwatch,9,257513.55
2024-05-20,4210,Headphones,4,103536.31
2024-04-14,3511,Headphones,1,114622.81
2023-12-12,1720,Laptop,9,128121.95
2024-01-01,4097,Smartphone,8,288941.4
2024-09-15,3969,Smartphone,9,255305.12
2024-05-08,21,Tablet,3,289742.66
2024-03-27,1692,Tablet,11,182235.61
2024-03-22,1846,Laptop,11,284436.12
2023-12-06,490,Smartphone,1,133006.48
2024-02-20,4267,Smartphone,9,179733.94
2024-01-21,3854,Laptop,3,96420.3
2024-06-01,1691,Smartwatch,9,72363.93
2024-03-10,4292,Headphones,5,242012.84
2024-02-08,1386,Tablet,1,276581.25
2024-09-07,1386,Smartwatch,3,283177.75
2024-02-20,2170,Tablet,9,50345.91
2024-05-30,4520,Smartphone,6,69603.84
2024-05-10,3481,Laptop,9,180473.56
2024-07-24,4028,Smartwatch,6,237293.31
2023-11-01,3302,Headphones,11,173246.83
2024-05-02,4202,Laptop,8,240382.8
2024-07-20,4727,Laptop,2,272908.94
2024-09-22,2644,Laptop,3,17923.04
2024-08-11,2786,Smartwatch,8,39786.11
2023-10-28,4204,Tablet,6,52447.23
2024-01-08,3395,Smartphone,11,11319.47
2023-11-27,4242,Smartphone,2,27099.68
2024-02-03,1728,Smartwatch,3,249020.02
2024-08-11,3300,Smartphone,2,56641.77
2024-06-13,626,Smartwatch,4,26973.78
2023-12-26,4016,Laptop,8,64186.84
2023-12-06,4760,Smartphone,9,264826.72
2023-11-24,2783,Smartphone,7,126942.28
2024-03-19,2770,Smartphone,11,212624.72
2024-08-19,3154,Tablet,2,211432.36
2023-11-15,3294,Laptop,1,39561.25
2024-06-13,2823,Headphones,10,248760.89
2024-09-19,4736,Headphones,9,272787.9
